order_id,region,customer_type,product_category,quantity_sold,unit_price,discount_pct,customer_rating,returned,gross_sales,net_sales,profit
ORD-1273,West,Retail Co-op,Machinery,7,79.91,0.0,5,0,559.37,559.37,223.75
ORD-1274,South,Direct Farmer,Machinery,7,401.22,0.2,4,0,2808.54,2246.83,617.88
ORD-1275,South,Direct Farmer,Office Tech,18,152.37,0.1,5,0,2742.66,2468.39,405.91
ORD-1276,West,Commercial Enterprise,Office Tech,3,441.0,0.15,2,0,1323.0,1124.55,148.18
ORD-1277,East,Commercial Enterprise,Office Tech,1,473.14,0.0,5,0,473.14,473.14,104.09
ORD-1278,East,Direct Farmer,Office Tech,24,91.42,0.05,3,0,2194.08,2084.38,403.71
ORD-1279,West,Direct Farmer,Machinery,4,242.08,0.1,4,0,968.32,871.49,300.18
ORD-1280,West,Direct Farmer,Office Tech,6,490.87,0.1,4,0,2945.22,2650.7,435.89
ORD-1281,South,Commercial Enterprise,Hardware,9,252.04,0.05,5,0,2268.36,2154.94,546.67
ORD-1282,South,Direct Farmer,Office Tech,22,434.5,0.0,4,0,9559.0,9559.0,2102.98
ORD-1283,North,Direct Farmer,Hardware,14,302.59,0.05,2,0,4236.26,4024.45,1020.94
ORD-1284,East,Commercial Enterprise,Machinery,12,200.16,0.0,1,0,2401.92,2401.92,960.77
ORD-1285,North,Direct Farmer,Machinery,20,157.18,0.05,5,0,3143.6,2986.42,1115.98
ORD-1286,South,Commercial Enterprise,Machinery,24,117.55,0.2,4,0,2821.2,2256.96,620.66
ORD-1287,South,Direct Farmer,Office Tech,4,385.66,0.0,5,0,1542.64,1542.64,339.38
ORD-1288,North,Direct Farmer,Machinery,21,205.54,0.15,3,1,4316.34,3668.89,1143.83
ORD-1289,East,Direct Farmer,Machinery,24,265.41,0.0,3,0,6369.84,6369.84,2547.94
ORD-1290,North,Commercial Enterprise,Hardware,12,256.32,0.1,1,0,3075.84,2768.26,621.32
ORD-1291,North,Distributor,Machinery,10,297.09,0.2,5,0,2970.9,2376.72,653.6
ORD-1292,West,Commercial Enterprise,Hardware,22,435.48,0.0,4,0,9580.56,9580.56,2682.56
ORD-1293,South,Retail Co-op,Hardware,7,490.75,0.0,5,0,3435.25,3435.25,961.87
ORD-1294,North,Commercial Enterprise,Office Tech,3,215.64,0.05,3,0,646.92,614.57,119.03
ORD-1295,South,Direct Farmer,Office Tech,23,417.21,0.0,4,0,9595.83,9595.83,2111.08
ORD-1296,West,Direct Farmer,Office Tech,14,386.97,0.1,4,1,5417.58,4875.82,801.8
ORD-1297,North,Distributor,Machinery,24,295.29,0.2,3,0,7086.96,5669.57,1559.13
ORD-1298,East,Direct Farmer,Machinery,10,478.9,0.05,5,0,4789.0,4549.55,1700.1
ORD-1299,North,Direct Farmer,Logistics Supplies,16,116.23,0.0,5,0,1859.68,1859.68,334.74
ORD-1300,North,Direct Farmer,Office Tech,16,72.45,0.05,5,0,1159.2,1101.24,213.29
ORD-1301,South,Direct Farmer,Machinery,22,429.9,0.1,4,0,9457.8,8512.02,2931.92
ORD-1302,South,Direct Farmer,Hardware,10,230.79,0.0,3,0,2307.9,2307.9,646.21
ORD-1303,East,Retail Co-op,Machinery,13,426.55,0.05,3,0,5545.15,5267.89,1968.53
ORD-1304,East,Retail Co-op,Machinery,6,448.68,0.05,5,0,2692.08,2557.48,955.69
ORD-1305,West,Distributor,Machinery,12,49.98,0.05,1,0,599.76,569.77,212.91
ORD-1306,South,Commercial Enterprise,Office Tech,9,444.06,0.0,4,1,3996.54,3996.54,879.24
ORD-1307,South,Direct Farmer,Office Tech,13,235.19,0.1,4,0,3057.47,2751.72,452.5
ORD-1308,West,Direct Farmer,Office Tech,4,265.01,0.0,4,0,1060.04,1060.04,233.21
ORD-1309,North,Retail Co-op,Office Tech,24,320.76,0.0,5,1,7698.24,7698.24,1693.61
ORD-1310,South,Retail Co-op,Office Tech,11,464.66,0.15,3,0,5111.26,4344.57,572.46
ORD-1311,North,Direct Farmer,Office Tech,20,29.18,0.1,3,0,583.6,525.24,86.37
ORD-1312,North,Commercial Enterprise,Logistics Supplies,18,248.88,0.0,2,0,4479.84,4479.84,806.37
ORD-1313,West,Retail Co-op,Hardware,11,350.11,0.0,4,0,3851.21,3851.21,1078.34
ORD-1314,West,Retail Co-op,Hardware,21,366.9,0.0,3,0,7704.9,7704.9,2157.37
ORD-1315,East,Retail Co-op,Hardware,4,352.42,0.0,3,0,1409.68,1409.68,394.71
ORD-1316,South,Direct Farmer,Office Tech,18,84.53,0.0,5,1,1521.54,1521.54,334.74
ORD-1317,North,Distributor,Logistics Supplies,1,163.71,0.0,5,0,163.71,163.71,29.47
ORD-1318,North,Commercial Enterprise,Hardware,7,192.18,0.05,3,0,1345.26,1278.0,324.21
ORD-1319,North,Direct Farmer,Logistics Supplies,6,406.13,0.1,4,0,2436.78,2193.1,272.92
ORD-1320,South,Distributor,Hardware,15,153.8,0.05,5,1,2307.0,2191.65,555.99
ORD-1321,East,Retail Co-op,Logistics Supplies,18,121.14,0.1,2,0,2180.52,1962.47,244.22
ORD-1322,East,Distributor,Machinery,24,479.58,0.0,2,1,11509.92,11509.92,4603.97
ORD-1323,North,Commercial Enterprise,Hardware,11,24.25,0.2,3,0,266.75,213.4,33.08
ORD-1324,West,Retail Co-op,Machinery,20,498.95,0.15,4,0,9979.0,8482.15,2644.44
ORD-1325,East,Direct Farmer,Hardware,24,344.87,0.15,3,0,8276.88,7035.35,1349.13
ORD-1326,East,Direct Farmer,Hardware,15,417.67,0.15,5,0,6265.05,5325.29,1021.2
ORD-1327,East,Retail Co-op,Machinery,16,161.42,0.2,4,0,2582.72,2066.18,568.2
ORD-1328,South,Commercial Enterprise,Office Tech,7,26.87,0.05,4,0,188.09,178.69,34.61
ORD-1329,North,Direct Farmer,Office Tech,21,374.18,0.0,3,0,7857.78,7857.78,1728.71
ORD-1330,South,Direct Farmer,Machinery,10,420.39,0.05,4,0,4203.9,3993.7,1492.38
ORD-1331,West,Commercial Enterprise,Office Tech,12,375.43,0.1,4,0,4505.16,4054.64,666.76
ORD-1332,North,Distributor,Office Tech,24,88.57,0.1,5,1,2125.68,1913.11,314.6
ORD-1333,North,Retail Co-op,Hardware,14,381.65,0.05,5,0,5343.1,5075.94,1287.69
ORD-1334,North,Direct Farmer,Machinery,5,389.08,0.0,4,0,1945.4,1945.4,778.16
ORD-1335,North,Direct Farmer,Hardware,21,336.1,0.0,5,0,7058.1,7058.1,1976.27
ORD-1336,West,Direct Farmer,Hardware,18,387.74,0.2,5,0,6979.32,5583.46,865.44
ORD-1337,East,Distributor,Office Tech,5,426.04,0.05,5,0,2130.2,2023.69,391.96
ORD-1338,South,Direct Farmer,Hardware,3,314.53,0.05,2,0,943.59,896.41,227.41
ORD-1339,North,Retail Co-op,Office Tech,23,62.53,0.0,1,0,1438.19,1438.19,316.4
ORD-1340,South,Direct Farmer,Office Tech,5,254.06,0.0,3,0,1270.3,1270.3,279.47
ORD-1341,South,Retail Co-op,Hardware,24,57.27,0.15,4,0,1374.48,1168.31,224.04
ORD-1342,North,Commercial Enterprise,Office Tech,17,215.62,0.1,4,0,3665.54,3298.99,542.5
ORD-1343,South,Commercial Enterprise,Hardware,19,215.41,0.1,4,0,4092.79,3683.51,826.74
ORD-1344,South,Direct Farmer,Logistics Supplies,19,51.68,0.05,5,0,981.92,932.82,143.36
ORD-1345,East,Direct Farmer,Machinery,21,187.43,0.05,5,0,3936.03,3739.23,1397.29
ORD-1346,East,Direct Farmer,Office Tech,12,73.28,0.0,5,0,879.36,879.36,193.46
ORD-1347,North,Distributor,Office Tech,9,407.95,0.1,3,0,3671.55,3304.4,543.39
ORD-1348,South,Distributor,Hardware,1,474.89,0.05,4,1,474.89,451.15,114.45
ORD-1349,East,Retail Co-op,Office Tech,18,54.71,0.05,3,0,984.78,935.54,181.2
ORD-1350,South,Commercial Enterprise,Logistics Supplies,21,478.46,0.05,3,0,10047.66,9545.28,1466.96
ORD-1351,West,Commercial Enterprise,Office Tech,4,270.84,0.2,3,0,1083.36,866.69,82.34
ORD-1352,East,Direct Farmer,Office Tech,10,163.79,0.0,3,0,1637.9,1637.9,360.34
ORD-1353,North,Distributor,Logistics Supplies,7,56.89,0.15,4,0,398.23,338.5,31.06
ORD-1354,North,Retail Co-op,Hardware,22,260.3,0.0,5,0,5726.6,5726.6,1603.45
ORD-1355,East,Retail Co-op,Hardware,23,401.37,0.05,2,0,9231.51,8769.93,2224.79
ORD-1356,North,Retail Co-op,Office Tech,1,359.4,0.0,4,0,359.4,359.4,79.07
ORD-1357,East,Direct Farmer,Machinery,17,44.11,0.0,4,0,749.87,749.87,299.95
ORD-1358,West,Direct Farmer,Office Tech,24,54.99,0.05,3,0,1319.76,1253.77,242.84
ORD-1359,East,Commercial Enterprise,Logistics Supplies,2,213.38,0.0,4,0,426.76,426.76,76.82
ORD-1360,South,Direct Farmer,Machinery,11,161.74,0.05,3,0,1779.14,1690.18,631.59
ORD-1361,East,Commercial Enterprise,Hardware,9,131.54,0.2,4,0,1183.86,947.09,146.8
ORD-1362,South,Direct Farmer,Office Tech,7,154.88,0.0,4,0,1084.16,1084.16,238.52
ORD-1363,South,Retail Co-op,Hardware,22,405.67,0.1,3,0,8924.74,8032.27,1802.8
ORD-1364,West,Direct Farmer,Office Tech,17,466.03,0.05,2,0,7922.51,7526.38,1457.74
ORD-1365,South,Retail Co-op,Machinery,17,214.45,0.1,4,0,3645.65,3281.08,1130.15
ORD-1366,West,Commercial Enterprise,Office Tech,2,454.93,0.0,5,0,909.86,909.86,200.17
ORD-1367,West,Direct Farmer,Hardware,6,174.32,0.0,3,0,1045.92,1045.92,292.86
ORD-1368,North,Retail Co-op,Office Tech,14,248.69,0.0,4,0,3481.66,3481.66,765.97
ORD-1369,North,Retail Co-op,Machinery,6,128.49,0.0,4,0,770.94,770.94,308.38
ORD-1370,North,Commercial Enterprise,Office Tech,2,327.43,0.0,5,0,654.86,654.86,144.07
ORD-1371,North,Distributor,Hardware,1,489.91,0.1,5,0,489.91,440.92,98.96
ORD-1372,North,Commercial Enterprise,Office Tech,10,309.68,0.15,4,0,3096.8,2632.28,346.84
ORD-1373,East,Direct Farmer,Logistics Supplies,21,191.75,0.15,4,0,4026.75,3422.74,314.09
ORD-1374,North,Direct Farmer,Hardware,5,330.95,0.1,5,0,1654.75,1489.28,334.26
ORD-1375,South,Direct Farmer,Hardware,2,79.0,0.0,4,0,158.0,158.0,44.24
ORD-1376,West,Retail Co-op,Hardware,22,446.56,0.0,3,0,9824.32,9824.32,2750.81
ORD-1377,North,Direct Farmer,Office Tech,16,261.48,0.0,1,0,4183.68,4183.68,920.41
ORD-1378,West,Retail Co-op,Office Tech,2,235.69,0.0,5,0,471.38,471.38,103.7
ORD-1379,North,Retail Co-op,Office Tech,10,301.22,0.05,5,0,3012.2,2861.59,554.24
ORD-1380,North,Direct Farmer,Hardware,2,319.9,0.05,2,0,639.8,607.81,154.19
ORD-1381,East,Commercial Enterprise,Machinery,16,54.45,0.0,4,1,871.2,871.2,348.48
ORD-1382,East,Direct Farmer,Office Tech,16,347.66,0.0,4,0,5562.56,5562.56,1223.76
ORD-1383,West,Direct Farmer,Machinery,19,136.13,0.15,2,0,2586.47,2198.5,685.41
ORD-1384,East,Commercial Enterprise,Logistics Supplies,7,362.7,0.1,5,0,2538.9,2285.01,284.36
ORD-1385,West,Retail Co-op,Hardware,22,414.82,0.0,3,0,9126.04,9126.04,2555.29
ORD-1386,North,Commercial Enterprise,Office Tech,12,405.9,0.2,2,0,4870.8,3896.64,370.18
ORD-1387,North,Retail Co-op,Machinery,24,285.2,0.2,4,0,6844.8,5475.84,1505.86
ORD-1388,West,Direct Farmer,Machinery,15,269.68,0.0,4,0,4045.2,4045.2,1618.08
ORD-1389,West,Commercial Enterprise,Office Tech,8,88.58,0.0,1,1,708.64,708.64,155.9
ORD-1390,West,Commercial Enterprise,Office Tech,6,392.17,0.05,4,0,2353.02,2235.37,432.96
ORD-1391,South,Commercial Enterprise,Logistics Supplies,10,150.28,0.2,4,0,1502.8,1202.24,66.12
ORD-1392,South,Direct Farmer,Hardware,3,258.41,0.15,2,0,775.23,658.95,126.36
ORD-1393,West,Retail Co-op,Hardware,19,156.45,0.0,3,0,2972.55,2972.55,832.31
ORD-1394,South,Retail Co-op,Office Tech,17,84.24,0.0,4,0,1432.08,1432.08,315.06
ORD-1395,West,Direct Farmer,Office Tech,7,322.19,0.05,3,0,2255.33,2142.56,414.98
ORD-1396,West,Distributor,Hardware,21,46.08,0.05,5,0,967.68,919.3,233.21
ORD-1397,South,Direct Farmer,Hardware,20,379.35,0.0,5,0,7587.0,7587.0,2124.36
ORD-1398,West,Distributor,Hardware,4,172.44,0.15,5,0,689.76,586.3,112.43
ORD-1399,West,Retail Co-op,Logistics Supplies,14,20.06,0.1,3,1,280.84,252.76,31.45
ORD-1400,North,Direct Farmer,Hardware,20,265.34,0.15,5,0,5306.8,4510.78,865.01
ORD-1401,West,Retail Co-op,Machinery,22,42.49,0.15,4,1,934.78,794.56,247.72
ORD-1402,South,Distributor,Hardware,15,152.56,0.1,3,0,2288.4,2059.56,462.26
ORD-1403,West,Commercial Enterprise,Machinery,24,359.35,0.05,2,0,8624.4,8193.18,3061.66
ORD-1404,South,Commercial Enterprise,Hardware,8,50.09,0.05,2,0,400.72,380.68,96.57
ORD-1405,West,Commercial Enterprise,Office Tech,21,422.88,0.0,4,0,8880.48,8880.48,1953.71
ORD-1406,South,Commercial Enterprise,Hardware,15,21.83,0.1,4,0,327.45,294.7,66.14
ORD-1407,North,Commercial Enterprise,Office Tech,22,138.48,0.0,3,0,3046.56,3046.56,670.24
ORD-1408,West,Direct Farmer,Hardware,20,375.63,0.1,4,0,7512.6,6761.34,1517.55
ORD-1409,North,Retail Co-op,Office Tech,14,171.81,0.0,3,0,2405.34,2405.34,529.17
ORD-1410,South,Direct Farmer,Logistics Supplies,9,68.91,0.0,4,0,620.19,620.19,111.63
ORD-1411,West,Distributor,Office Tech,8,192.91,0.0,4,0,1543.28,1543.28,339.52
ORD-1412,West,Distributor,Office Tech,17,149.79,0.0,5,0,2546.43,2546.43,560.21
ORD-1413,East,Direct Farmer,Machinery,2,424.5,0.1,5,0,849.0,764.1,263.19
ORD-1414,East,Commercial Enterprise,Machinery,24,170.41,0.1,4,0,4089.84,3680.86,1267.85
ORD-1415,South,Distributor,Office Tech,3,398.69,0.05,4,0,1196.07,1136.27,220.08
ORD-1416,North,Direct Farmer,Logistics Supplies,8,448.1,0.0,4,1,3584.8,3584.8,645.26
ORD-1417,South,Retail Co-op,Office Tech,12,228.23,0.0,5,0,2738.76,2738.76,602.53
ORD-1418,East,Distributor,Office Tech,1,456.77,0.0,3,0,456.77,456.77,100.49
ORD-1419,West,Direct Farmer,Office Tech,10,201.11,0.0,3,0,2011.1,2011.1,442.44
ORD-1420,West,Commercial Enterprise,Machinery,20,482.76,0.15,2,0,9655.2,8206.92,2558.63
ORD-1421,West,Direct Farmer,Hardware,3,62.86,0.0,4,0,188.58,188.58,52.8
ORD-1422,North,Distributor,Office Tech,6,349.77,0.0,4,0,2098.62,2098.62,461.7
ORD-1423,South,Distributor,Logistics Supplies,7,257.03,0.0,5,0,1799.21,1799.21,323.86
ORD-1424,North,Distributor,Hardware,20,206.07,0.0,3,0,4121.4,4121.4,1153.99
ORD-1425,South,Retail Co-op,Office Tech,23,323.7,0.05,4,0,7445.1,7072.84,1369.9
ORD-1426,South,Distributor,Hardware,18,357.85,0.05,5,0,6441.3,6119.24,1552.35
ORD-1427,West,Commercial Enterprise,Office Tech,11,22.09,0.0,5,0,242.99,242.99,53.46
ORD-1428,South,Direct Farmer,Hardware,19,100.14,0.0,4,1,1902.66,1902.66,532.74
ORD-1429,North,Commercial Enterprise,Machinery,5,362.26,0.0,4,0,1811.3,1811.3,724.52
ORD-1430,North,Direct Farmer,Office Tech,19,339.86,0.0,3,0,6457.34,6457.34,1420.61
ORD-1431,West,Retail Co-op,Machinery,11,483.7,0.0,5,0,5320.7,5320.7,2128.28
ORD-1432,East,Direct Farmer,Office Tech,24,385.3,0.2,2,0,9247.2,7397.76,702.79
ORD-1433,North,Direct Farmer,Office Tech,12,476.37,0.05,5,1,5716.44,5430.62,1051.83
ORD-1434,North,Direct Farmer,Logistics Supplies,10,357.22,0.05,4,0,3572.2,3393.59,521.54
ORD-1435,East,Commercial Enterprise,Hardware,8,163.07,0.05,4,0,1304.56,1239.33,314.4
ORD-1436,North,Direct Farmer,Machinery,24,70.58,0.05,1,0,1693.92,1609.22,601.34
ORD-1437,West,Commercial Enterprise,Hardware,9,395.28,0.05,4,0,3557.52,3379.64,857.36
ORD-1438,East,Direct Farmer,Logistics Supplies,4,329.19,0.1,4,0,1316.76,1185.08,147.48
ORD-1439,North,Direct Farmer,Logistics Supplies,5,43.13,0.1,3,0,215.65,194.08,24.15
ORD-1440,North,Retail Co-op,Office Tech,21,192.82,0.0,4,1,4049.22,4049.22,890.83
ORD-1441,West,Commercial Enterprise,Office Tech,8,479.26,0.05,5,0,3834.08,3642.38,705.47
ORD-1442,South,Direct Farmer,Office Tech,23,260.19,0.05,4,0,5984.37,5685.15,1101.12
ORD-1443,South,Commercial Enterprise,Office Tech,9,227.71,0.15,4,0,2049.39,1741.98,229.53
ORD-1444,West,Distributor,Hardware,15,239.7,0.05,2,0,3595.5,3415.72,866.51
ORD-1445,West,Commercial Enterprise,Office Tech,15,120.26,0.05,4,0,1803.9,1713.7,331.92
ORD-1446,West,Direct Farmer,Hardware,16,196.98,0.0,2,0,3151.68,3151.68,882.47
ORD-1447,West,Direct Farmer,Office Tech,14,197.51,0.05,4,0,2765.14,2626.88,508.79
ORD-1448,South,Distributor,Office Tech,8,45.13,0.0,5,0,361.04,361.04,79.43
ORD-1449,North,Direct Farmer,Office Tech,18,388.43,0.0,4,0,6991.74,6991.74,1538.18
ORD-1450,West,Distributor,Hardware,10,219.92,0.0,2,0,2199.2,2199.2,615.78
ORD-1451,East,Retail Co-op,Machinery,20,414.65,0.1,4,0,8293.0,7463.7,2570.83
ORD-1452,South,Distributor,Hardware,6,428.17,0.0,4,0,2569.02,2569.02,719.33
ORD-1453,West,Commercial Enterprise,Machinery,12,121.76,0.0,4,0,1461.12,1461.12,584.45
ORD-1454,North,Distributor,Hardware,2,335.53,0.15,5,0,671.06,570.4,109.38
ORD-1455,South,Retail Co-op,Logistics Supplies,7,246.7,0.0,5,0,1726.9,1726.9,310.84
ORD-1456,North,Commercial Enterprise,Office Tech,16,442.48,0.05,4,0,7079.68,6725.7,1302.66
ORD-1457,South,Retail Co-op,Machinery,3,123.56,0.05,4,1,370.68,352.15,131.59
ORD-1458,North,Retail Co-op,Machinery,13,345.35,0.0,3,0,4489.55,4489.55,1795.82
ORD-1459,North,Commercial Enterprise,Machinery,3,311.72,0.1,2,0,935.16,841.64,289.9
ORD-1460,North,Distributor,Office Tech,18,161.74,0.0,4,0,2911.32,2911.32,640.49
ORD-1461,East,Distributor,Office Tech,11,85.57,0.05,4,0,941.27,894.21,173.19
ORD-1462,East,Commercial Enterprise,Logistics Supplies,8,332.79,0.05,4,0,2662.32,2529.2,388.7
ORD-1463,East,Retail Co-op,Machinery,6,374.53,0.05,4,1,2247.18,2134.82,797.75
ORD-1464,West,Retail Co-op,Logistics Supplies,1,171.5,0.1,2,0,171.5,154.35,19.21
ORD-1465,South,Commercial Enterprise,Logistics Supplies,1,329.52,0.0,4,1,329.52,329.52,59.31
ORD-1466,North,Direct Farmer,Hardware,23,209.66,0.0,3,1,4822.18,4822.18,1350.21
ORD-1467,West,Direct Farmer,Logistics Supplies,8,362.34,0.1,3,0,2898.72,2608.85,324.66
ORD-1468,North,Retail Co-op,Hardware,5,115.62,0.05,5,0,578.1,549.2,139.32
ORD-1469,West,Direct Farmer,Office Tech,16,447.3,0.15,1,0,7156.8,6083.28,801.56
ORD-1470,North,Direct Farmer,Machinery,11,157.96,0.15,4,0,1737.56,1476.93,460.46
ORD-1471,West,Direct Farmer,Logistics Supplies,5,196.54,0.15,3,0,982.7,835.3,76.65
ORD-1472,North,Direct Farmer,Logistics Supplies,4,47.88,0.05,5,0,191.52,181.94,27.96
ORD-1473,West,Direct Farmer,Office Tech,6,73.53,0.0,4,0,441.18,441.18,97.06
ORD-1474,South,Distributor,Office Tech,14,267.61,0.1,3,0,3746.54,3371.89,554.49
ORD-1475,West,Retail Co-op,Machinery,22,148.44,0.05,4,0,3265.68,3102.4,1159.32
ORD-1476,North,Retail Co-op,Hardware,19,421.03,0.0,4,0,7999.57,7999.57,2239.88
ORD-1477,East,Commercial Enterprise,Machinery,9,27.05,0.15,5,0,243.45,206.93,64.51
ORD-1478,West,Direct Farmer,Hardware,12,201.97,0.15,3,0,2423.64,2060.09,395.05
ORD-1479,South,Distributor,Office Tech,11,181.93,0.05,5,0,2001.23,1901.17,368.23
ORD-1480,East,Commercial Enterprise,Machinery,14,29.28,0.0,5,0,409.92,409.92,163.97
ORD-1481,East,Direct Farmer,Logistics Supplies,23,79.7,0.0,5,0,1833.1,1833.1,329.96
ORD-1482,South,Retail Co-op,Office Tech,16,218.55,0.15,4,0,3496.8,2972.28,391.64
ORD-1483,East,Distributor,Office Tech,1,256.58,0.2,4,0,256.58,205.26,19.5
ORD-1484,East,Distributor,Hardware,13,214.06,0.0,4,0,2782.78,2782.78,779.18
ORD-1485,West,Retail Co-op,Logistics Supplies,23,274.85,0.0,5,0,6321.55,6321.55,1137.88
ORD-1486,North,Commercial Enterprise,Logistics Supplies,21,305.66,0.15,4,0,6418.86,5456.03,500.67
ORD-1487,North,Direct Farmer,Machinery,21,24.76,0.0,4,0,519.96,519.96,207.98
ORD-1488,West,Distributor,Office Tech,13,242.77,0.05,4,0,3156.01,2998.21,580.71
ORD-1489,West,Direct Farmer,Office Tech,2,482.48,0.2,4,0,964.96,771.97,73.34
ORD-1490,South,Distributor,Hardware,4,269.14,0.0,5,0,1076.56,1076.56,301.44
ORD-1491,East,Commercial Enterprise,Office Tech,6,345.22,0.05,2,0,2071.32,1967.75,381.12
ORD-1492,North,Commercial Enterprise,Machinery,23,169.69,0.0,5,0,3902.87,3902.87,1561.15
ORD-1493,North,Retail Co-op,Hardware,5,391.52,0.0,4,0,1957.6,1957.6,548.13
ORD-1494,South,Direct Farmer,Machinery,3,391.0,0.15,5,0,1173.0,997.05,310.85
ORD-1495,South,Direct Farmer,Hardware,1,270.22,0.05,4,0,270.22,256.71,65.12
ORD-1496,East,Direct Farmer,Hardware,4,488.49,0.2,4,0,1953.96,1563.17,242.29
ORD-1497,North,Direct Farmer,Hardware,20,80.26,0.05,5,0,1605.2,1524.94,386.85
ORD-1498,West,Commercial Enterprise,Logistics Supplies,2,28.13,0.0,3,0,56.26,56.26,10.13
ORD-1499,West,Retail Co-op,Office Tech,5,389.68,0.0,5,0,1948.4,1948.4,428.65
ORD-1500,East,Direct Farmer,Logistics Supplies,3,407.43,0.0,4,0,1222.29,1222.29,220.01
ORD-1501,South,Distributor,Machinery,9,77.7,0.0,4,0,699.3,699.3,279.72
ORD-1502,South,Distributor,Machinery,20,147.48,0.0,3,0,2949.6,2949.6,1179.84
ORD-1503,West,Distributor,Office Tech,6,28.43,0.0,4,0,170.58,170.58,37.53
ORD-1504,East,Distributor,Machinery,18,160.79,0.05,3,1,2894.22,2749.51,1027.45
ORD-1505,North,Direct Farmer,Hardware,6,391.11,0.1,1,0,2346.66,2111.99,474.02
ORD-1506,West,Retail Co-op,Office Tech,19,268.62,0.1,3,0,5103.78,4593.4,755.36
ORD-1507,West,Commercial Enterprise,Hardware,12,187.09,0.1,1,0,2245.08,2020.57,453.51
ORD-1508,West,Commercial Enterprise,Office Tech,11,198.43,0.0,5,0,2182.73,2182.73,480.2
ORD-1509,East,Direct Farmer,Office Tech,2,20.65,0.0,5,0,41.3,41.3,9.09
ORD-1510,East,Commercial Enterprise,Hardware,15,163.9,0.1,4,0,2458.5,2212.65,496.62
ORD-1511,South,Direct Farmer,Hardware,12,330.3,0.05,4,0,3963.6,3765.42,955.23
ORD-1512,West,Direct Farmer,Office Tech,12,487.61,0.0,3,1,5851.32,5851.32,1287.29
ORD-1513,West,Retail Co-op,Machinery,9,426.59,0.15,4,0,3839.31,3263.41,1017.42
ORD-1514,North,Retail Co-op,Hardware,21,31.33,0.1,5,0,657.93,592.14,132.9
ORD-1515,North,Retail Co-op,Logistics Supplies,24,451.31,0.05,5,0,10831.44,10289.87,1581.39
ORD-1516,South,Direct Farmer,Hardware,2,395.94,0.0,4,0,791.88,791.88,221.73
ORD-1517,West,Distributor,Office Tech,22,394.58,0.1,5,1,8680.76,7812.68,1284.75
ORD-1518,West,Direct Farmer,Logistics Supplies,3,239.84,0.05,3,0,719.52,683.54,105.05
ORD-1519,North,Direct Farmer,Hardware,12,211.04,0.1,5,0,2532.48,2279.23,511.56
ORD-1520,East,Distributor,Hardware,16,165.4,0.1,1,0,2646.4,2381.76,534.57
ORD-1521,South,Distributor,Hardware,21,51.53,0.15,4,0,1082.13,919.81,176.39
ORD-1522,West,Distributor,Machinery,24,129.55,0.05,4,1,3109.2,2953.74,1103.77
ORD-1523,West,Commercial Enterprise,Hardware,1,138.37,0.0,4,0,138.37,138.37,38.74
ORD-1524,West,Commercial Enterprise,Office Tech,21,252.36,0.1,2,0,5299.56,4769.6,784.33
ORD-1525,South,Retail Co-op,Hardware,3,378.77,0.05,5,0,1136.31,1079.49,273.85
ORD-1526,South,Direct Farmer,Office Tech,20,247.43,0.1,3,0,4948.6,4453.74,732.39
ORD-1527,North,Retail Co-op,Logistics Supplies,2,47.77,0.0,4,0,95.54,95.54,17.2
ORD-1528,North,Retail Co-op,Office Tech,9,479.74,0.0,3,0,4317.66,4317.66,949.89
ORD-1529,West,Direct Farmer,Office Tech,19,472.51,0.15,3,0,8977.69,7631.04,1005.5
ORD-1530,West,Commercial Enterprise,Machinery,15,396.89,0.1,4,0,5953.35,5358.02,1845.54
ORD-1531,West,Retail Co-op,Office Tech,18,495.84,0.2,4,0,8925.12,7140.1,678.31
ORD-1532,West,Direct Farmer,Office Tech,11,281.35,0.1,3,0,3094.85,2785.36,458.04
ORD-1533,East,Direct Farmer,Machinery,23,482.13,0.05,3,0,11088.99,10534.54,3936.59
ORD-1534,West,Commercial Enterprise,Hardware,16,56.29,0.1,4,0,900.64,810.58,181.93
ORD-1535,West,Direct Farmer,Logistics Supplies,22,195.53,0.15,5,0,4301.66,3656.41,335.53
ORD-1536,West,Distributor,Machinery,17,128.18,0.05,5,0,2179.06,2070.11,773.57
ORD-1537,North,Retail Co-op,Hardware,5,114.0,0.05,2,0,570.0,541.5,137.37
ORD-1538,South,Retail Co-op,Machinery,12,87.59,0.0,4,0,1051.08,1051.08,420.43
ORD-1539,North,Retail Co-op,Machinery,11,318.76,0.05,2,0,3506.36,3331.04,1244.76
ORD-1540,West,Commercial Enterprise,Office Tech,15,395.03,0.1,1,0,5925.45,5332.9,876.97
ORD-1541,East,Direct Farmer,Office Tech,3,297.58,0.0,4,0,892.74,892.74,196.4
ORD-1542,North,Commercial Enterprise,Office Tech,1,90.54,0.0,4,0,90.54,90.54,19.92
ORD-1543,East,Retail Co-op,Hardware,20,409.34,0.0,3,0,8186.8,8186.8,2292.3
ORD-1544,East,Direct Farmer,Machinery,16,325.26,0.0,3,0,5204.16,5204.16,2081.66
ORD-1545,South,Distributor,Machinery,2,206.32,0.0,1,1,412.64,412.64,165.06
ORD-1546,North,Commercial Enterprise,Hardware,2,343.58,0.05,5,0,687.16,652.8,165.6
ORD-1547,East,Commercial Enterprise,Hardware,3,144.75,0.2,5,0,434.25,347.4,53.85
